"","modelIdx","stdMake","stdModel","cp","numb","Segment","Subsegment","highprice","meanprice","lowprice","type","typedif","typeper","oil","level"
"907",2090,"Dongfeng","Future Joyear S50","DongfengFuture Joyear S50",5579,"Passenger Car","Compact",1.318,0.839209302325581,0.659,"轿车",1,1,6.55581395348837,"紧凑型车"
"908",2116,"Jinbei","Jinbei Zhishang S35","JinbeiJinbei Zhishang S35",750,"MPV","Midsize MPV",0.788,0.67925,0.598,"SUV",1,1,6.275,"小型车"
"909",2118,"SGM-Wuling","Baojun 330","SGM-WulingBaojun 330",9,"Passenger Car","Compact",0.598,0.578,0.558,"轿车",1,1,6.3,"紧凑型车"
"910",2133,"NLM Motor","Qiteng EX80","NLM MotorQiteng EX80",478,"Van","Mini Van",0.608,0.528428571428571,0.429,"客车",1,1,6.8,"微型客车"
"911",2139,"GAC Fiat","Jeep Cherokee","GAC FiatJeep Cherokee",47149,"SUV","Midsize SUV",3.198,2.586,2.098,"SUV",1,1,8.42,"中型车"
"912",2140,"Geely","Geely Boyue","GeelyGeely Boyue",117704,"SUV","Midsize SUV",1.578,1.2604,0.988,"SUV",1,1,7.464,"紧凑型车"
"913",2152,"Mercedes-Benz","Mercedes-Benz GLS AMG","Mercedes-BenzMercedes-Benz GLS AMG",152,"Luxury SUV","Large Luxury SUV",19.98,16.1723333333333,8.557,"SUV",1,1,13,"大型车"
"914",2163,"SAIC","Roewe e950","SAICRoewe e950",1403,"Passenger Car","Midsize Upper",3.088,2.9022,2.559,"轿车",1,1,1.7,"中型车"
"915",2189,"Geely","Emgrand GS","GeelyEmgrand GS",68288,"SUV","Compact SUV",1.088,0.929818181818182,0.778,"SUV",1,1,6.35454545454545,"紧凑型车"
"916",2197,"BMW Brilliance","BMW 2 Series Active Tourer","BMW BrillianceBMW 2 Series Active Tourer",7240,"MPV","Compact MPV",3.319,2.775,2.369,"旅行车",1,1,6.06,"紧凑型车"
"917",2200,"JAC","JAC iEV6S","JACJAC iEV6S",3,"SUV","Compact SUV",2.198,2.198,2.198,"SUV",1,1,NA,"小型车"
"918",2214,"SGM-Cadillac","Cadillac XT5","SGM-CadillacCadillac XT5",33410,"Luxury SUV","Midsize Luxury SUV",5.399,4.28233333333333,3.599,"SUV",1,1,8.53333333333333,"中型车"
"919",2215,"SGM-Wuling","Baojun 310","SGM-WulingBaojun 310",61543,"Passenger Car","Compact",0.538,0.450727272727273,0.368,"轿车",1,1,5.43636363636364,"小型车"
"920",2222,"Changhe","Changhe Q35","ChangheChanghe Q35",6578,"SUV","Compact SUV",0.869,0.765666666666667,0.659,"SUV",1,1,6.6,"小型车"
"921",2224,"Chery","Chery V3","CheryChery V3",2513,"MPV","Compact MPV",0.788,0.712285714285714,0.628,"SUV",1,1,6.87142857142857,"紧凑型车"
"922",2231,"Huatai","Huatai xEV260","HuataiHuatai xEV260",882,"SUV","Compact SUV",2.728,2.5655,2.458,"SUV",1,1,NA,"紧凑型车"
"923",2253,"Dongfeng Nissan","Venucia T90","Dongfeng NissanVenucia T90",20147,"SUV","Midsize SUV",1.548,1.288,1.098,"SUV",1,1,7.71666666666667,"中型车"
"924",2268,"Dongfeng Citroen","Citroen C6","Dongfeng CitroenCitroen C6",4892,"Passenger Car","Midsize Upper",2.799,2.261,1.899,"轿车",1,1,6.52,"中型车"
"925",2273,"Kangdi","Kangdi K17","KangdiKangdi K17",135,"Passenger Car","Compact",NA,NA,NA,NA,NA,NA,NA,NA
"926",2277,"FAW Volkswagen","Volkswagen Golf Sportsvan","FAW VolkswagenVolkswagen Golf Sportsvan",23544,"MPV","Compact MPV",1.979,1.65025,1.319,"旅行车",1,1,5.75,"紧凑型车"
"927",2286,"BMW Brilliance","BMW 1 Series","BMW BrillianceBMW 1 Series",7818,"Luxury Car","Compact Luxury",3.198,2.608,2.048,"轿车",1,1,5.82,"紧凑型车"
"928",2306,"FAW Volkswagen","Volkswagen C-TREK","FAW VolkswagenVolkswagen C-TREK",27150,"Passenger Car","Compact",1.629,1.43185714285714,1.259,"旅行车",1,1,6.05714285714286,"紧凑型车"
"929",2327,"Hanteng Autos","Hanteng X7","Hanteng AutosHanteng X7",16119,"SUV","Compact SUV",1.488,1.065,0.798,"SUV",1,1,8.29,"紧凑型车"
"930",2333,"Zotye","Zotye SR9","ZotyeZotye SR9",14246,"SUV","Midsize SUV",1.698,1.4005,1.088,"SUV",1,1,8.23,"中型车"
"931",2339,"Beijing Hyundai","Hyundai Verna Yuena RV","Beijing HyundaiHyundai Verna Yuena RV",2750,"Passenger Car","Compact Upper",1.088,0.942,0.788,"轿车",1,1,5.8,"小型车"
"932",2370,"SAIC","Roewe i6","SAICRoewe i6",18825,"Passenger Car","Compact",1.438,1.14911111111111,0.898,"轿车",1,1,5.55555555555556,"紧凑型车"
"933",2383,"BISU","BISU T3","BISUBISU T3",2593,"SUV","Compact SUV",0.869,0.809,0.749,"SUV",1,1,6.6,"小型车"
"934",2401,"Zhonghua","Zhonghua H3","ZhonghuaZhonghua H3",2432,"Passenger Car","Compact",0.889,0.759,0.639,"轿车",1,1,6.21666666666667,"紧凑型车"
"935",2414,"SGM-Wuling","Baojun E100","SGM-WulingBaojun E100",176,"Passenger Car","Compact Mini",1.099,1.019,0.939,"轿车",1,1,NA,"微型车"
"936",2434,"AvtoVAZ","Volga Lada 4X4","AvtoVAZVolga Lada 4X4",217,"SUV","Compact SUV",NA,NA,NA,NA,NA,NA,NA,NA
"937",2562,"Dongfeng Yulon","Yulon Yulu EV2","Dongfeng YulonYulon Yulu EV2",50,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"938",2563,"Haima","Haima S5 Young","HaimaHaima S5 Young",3440,"SUV","Compact SUV",0.798,0.778,0.758,"SUV",1,1,6.5,"小型车"
"939",2285,"BAIC Yinxiang","BAIC Huansu H2V","BAIC YinxiangBAIC Huansu H2V",2964,"MPV","Compact MPV",0.398,0.378,0.358,"客车",1,1,6.8,"微型客车"
"940",2288,"SGM-Chevrolet","Chevrolet Cavalier","SGM-ChevroletChevrolet Cavalier",66023,"Passenger Car","Midsize",1.099,0.939,0.799,"轿车",1,1,5.64,"紧凑型车"
"941",2300,"Shanghai Volkswagen","Volkswagen Teramont","Shanghai VolkswagenVolkswagen Teramont",20799,"SUV","Midsize SUV",5.189,4.02233333333333,3.089,"SUV",1,1,8.8,"中大型车"
"942",2307,"Lifan","Lifan Xuanlang","LifanLifan Xuanlang",2524,"MPV","Compact MPV",1.068,0.827166666666667,0.698,"MPV",1,1,8.06666666666667,"紧凑型车"
"943",2316,"Victory Auto","Victory V1","Victory AutoVictory V1",33,"Van","Mini Van",NA,NA,NA,NA,NA,NA,NA,NA
"944",2348,"BAIC Motor","BAIC M50F","BAIC MotorBAIC M50F",14132,"MPV","Midsize MPV",0.918,0.7628,0.558,"MPV",1,1,6.9,"紧凑型车"
"945",2353,"Hyundai","Hyundai Grand SantaFe Geyue","HyundaiHyundai Grand SantaFe Geyue",183,"SUV","Midsize SUV",NA,NA,NA,NA,NA,NA,NA,NA
"946",2354,"NLM Motor","Qiteng V60","NLM MotorQiteng V60",545,"Van","Mini Van",0.669,0.622333333333333,0.569,"SUV",1,1,6.8,"紧凑型车"
"947",2362,"FAW Toyota","Toyota Vios FS","FAW ToyotaToyota Vios FS",13201,"Passenger Car","Compact Upper",1.098,0.858,0.698,"轿车",1,1,5.35,"小型车"
"948",2389,"Sichuan","Sichuan T80","SichuanSichuan T80",1045,"SUV","Midsize SUV",1.398,1.148,0.898,"SUV",1,1,7.85,"紧凑型车"
"949",2412,"Haima","Haima S3","HaimaHaima S3",88,"SUV","Compact SUV",NA,NA,NA,NA,NA,NA,NA,NA
"950",2422,"Huatai","Huatai EV160","HuataiHuatai EV160",152,"Passenger Car","Compact Mini",1.098,1.063,1.028,"轿车",1,1,NA,"微型车"
"951",2578,"JAC","JAC iEV7","JACJAC iEV7",8,"Passenger Car","Midsize",1.585,1.585,1.585,"轿车",1,1,NA,"小型车"
"952",2579,"Changan Car","Changan CS55","Changan CarChangan CS55",769,"SUV","Compact SUV",1.329,1.04025,0.839,"SUV",1,1,7.15,"紧凑型车"
"953",2204,"BAIC Motor","BAIC S50","BAIC MotorBAIC S50",8590,"SUV","Compact SUV",1.208,1.02466666666667,0.798,"SUV",1,1,7.43333333333333,"紧凑型车"
"954",2210,"BYD","BYD E5","BYDBYD E5",7518,"Passenger Car","Midsize",2.498,2.285,1.959,"轿车",1,1,NA,"紧凑型车"
"955",2221,"Aston Martin","Aston Martin DB11","Aston MartinAston Martin DB11",107,"Sports Car","Large Sports",32.88,30.324,23.68,"跑车",1,1,11.5,"中型车"
"956",2227,"FAW Car","Besturn X40","FAW CarBesturn X40",26221,"SUV","Compact SUV",1.018,0.836888888888889,0.668,"SUV",1,1,6.33333333333333,"小型车"
"957",2229,"GAC","Trumpchi GS8","GACTrumpchi GS8",55829,"SUV","Midsize SUV",2.598,1.983,1.638,"SUV",1,1,9.11666666666667,"中大型车"
"958",2250,"Tianjin FAW","Tianjin FAW Junpai A70","Tianjin FAWTianjin FAW Junpai A70",1636,"Passenger Car","Compact",0.878,0.758,0.648,"轿车",1,1,6.58333333333333,"紧凑型车"
"959",2263,"BAIC Motor","BAIC EX Series","BAIC MotorBAIC EX Series",1736,"SUV","Compact SUV",2.169,2.07233333333333,1.929,"SUV",1,1,NA,"小型车"
"960",2274,"Geely","Geely Vision SUV","GeelyGeely Vision SUV",58045,"SUV","Midsize SUV",1.019,0.882333333333333,0.749,"SUV",1,1,6.55,"紧凑型车"
"961",2291,"Chery","Chery Arrizo 7E","CheryChery Arrizo 7E",421,"Passenger Car","Midsize",2.129,1.95233333333333,1.799,"轿车",1,1,2.7,"紧凑型车"
"962",2297,"Beijing Hyundai","Hyundai Verna Yuena","Beijing HyundaiHyundai Verna Yuena",40404,"Passenger Car","Compact Upper",1.058,0.886333333333333,0.728,"轿车",1,1,5.825,"小型车"
"963",2318,"Yogomo","Yogomo Jieshun","YogomoYogomo Jieshun",10,"MPV","Compact MPV",NA,NA,NA,NA,NA,NA,NA,NA
"964",2350,"Volvo China","Volvo S90","Volvo ChinaVolvo S90",3365,"Luxury Car","Large Luxury",5.518,4.524,3.698,"轿车",1,1,7.02,"中大型车"
"965",2352,"Greatwall","Haval H2s","GreatwallHaval H2s",47179,"SUV","Compact SUV",1.028,0.935,0.838,"SUV",1,1,7.08,"小型车"
"966",2356,"Alpina","Alpina B4","AlpinaAlpina B4",2,"Luxury Car","Compact Luxury",NA,NA,NA,NA,NA,NA,NA,NA
"967",2361,"Dongfeng Yueda Kia","Kia KX7","Dongfeng Yueda KiaKia KX7",2438,"SUV","Midsize SUV",2.768,2.17175,1.798,"SUV",1,1,8.25,"中型车"
"968",2364,"GAC Toyota","Toyota Yaris L Zhixiang","GAC ToyotaToyota Yaris L Zhixiang",11933,"Passenger Car","Compact Upper",1.068,0.888,0.698,"轿车",1,1,5.23333333333333,"小型车"
"969",2373,"Shanghai Volkswagen Skoda","Skoda Kodiaq","Shanghai Volkswagen SkodaSkoda Kodiaq",9506,"SUV","Midsize SUV",2.698,2.28133333333333,1.898,"SUV",1,1,7.45,"中型车"
"970",2382,"BISU","BISU M3","BISUBISU M3",3346,"MPV","Compact MPV",0.839,0.736142857142857,0.619,"MPV",1,1,7.3,"紧凑型车"
"971",2393,"Dongfeng Yueda Kia","Kia HORKI","Dongfeng Yueda KiaKia HORKI",1,"Passenger Car","Compact Basic",NA,NA,NA,NA,NA,NA,NA,NA
"972",2612,"Dongfeng","Junfeng ER30","DongfengJunfeng ER30",20,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"973",2588,"Zotye","Zotye T600 Coupe","ZotyeZotye T600 Coupe",2288,"SUV","Midsize SUV",1.468,1.138,0.868,"SUV",1,1,8.25454545454545,"中型车"
"974",2602,"Greatwall","Haval M6","GreatwallHaval M6",382,"SUV","Compact SUV",1.098,0.998,0.898,"SUV",1,1,7.36,"紧凑型车"
"975",2640,"Yogomo","Yogomo E Chi","YogomoYogomo E Chi",5,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
